Filename,Label,XMin,YMin,XMax,YMax,Area
tile_10000_5500.png(19),Lake,0.18883179,0.4371241,0.23250604,0.4715345,0.0015028476
tile_10000_5500.png(20),Lake,0.14825039,0.65717506,0.17403857,0.6753687,0.00046918157
tile_10000_5500.png(21),Lake,0.27067232,0.42288467,0.2875192,0.43578586,0.00021734455
tile_10000_5500.png(22),Lake,0.94365305,0.79745644,0.98357403,0.8252881,0.0011110678
tile_10000_5500.png(23),Lake,0.58949405,0.8418663,0.62436277,0.862369,0.00071490236
tile_10000_5500.png(24),Lake,0.82569945,0.3898107,0.9145004,0.4669667,0.0068515255
tile_10000_5500.png(25),Lake,0.15240704,0.64879394,0.18123822,0.67280644,0.000692309
tile_10000_6000.png(1),Lake,0.41300392,0.58846986,0.52407426,0.6551988,0.0074116066
tile_10000_6000.png(2),Lake,0.18895303,0.6741962,0.2294396,0.70672816,0.0013171083
tile_10000_6000.png(3),Lake,0.21720718,0.023510857,0.31694978,0.08818929,0.006451195
tile_10000_6000.png(4),Lake,0.04907482,0.1489636,0.10986304,0.17543975,0.0016094377
tile_10000_6000.png(5),Lake,0.47020313,0.50519055,0.52295846,0.5485796,0.002289002
tile_10000_6000.png(6),Lake,0.3571498,0.48342013,0.4358611,0.51037806,0.0021218937
tile_10000_6000.png(7),Lake,0.29979354,0.55251634,0.33649397,0.57917935,0.0009785437
tile_10000_6000.png(8),Lake,0.14353432,0.15574238,0.26674983,0.20367444,0.0059059733
tile_10000_6000.png(9),Lake,0.04860571,0.15633607,0.11176691,0.1872311,0.0019513669
tile_10000_6000.png(10),Lake,0.7438408,0.7108284,0.7736756,0.7287664,0.0005351755
tile_10000_6000.png(11),Lake,0.18664218,0.6627859,0.2314506,0.7022795,0.0017696467
tile_10000_6000.png(12),Lake,0.4158433,0.5922466,0.50104076,0.63164943,0.0033570216
tile_10000_6000.png(13),Lake,0.35579562,0.47652894,0.43879977,0.49866277,0.0018371994
tile_10000_6000.png(14),Lake,0.30746508,0.5502345,0.34227833,0.5766606,0.0009199777
tile_10000_6000.png(15),Lake,0.7402859,0.7048371,0.779136,0.72759044,0.0008839709
tile_10000_6000.png(16),Lake,0.7393367,0.71536607,0.76772255,0.7371963,0.0006196698
tile_10000_6000.png(17),Lake,0.29785705,0.5416059,0.33611628,0.5745338,0.0012597975
tile_10000_6000.png(18),Lake,0.4715014,0.50015,0.5213908,0.5319565,0.0015868052
tile_10000_6000.png(19),Lake,0.13782924,0.14753868,0.30445305,0.21054111,0.010497706
tile_1000_10000.png(1),Lake,0.0153081985,0.07735902,0.04651858,0.13143693,0.0016877921
tile_1000_10000.png(2),Lake,0.018600577,0.07609824,0.044498306,0.10448207,0.00073507667
tile_1000_11500.png(1),Lake,0.70174235,0.66679686,0.74748415,0.69497794,0.001289053
tile_1000_11500.png(2),Lake,0.61228716,0.86634463,0.65827274,0.8898665,0.0010816655
tile_1000_11500.png(3),Lake,0.9015054,0.2593859,0.9517522,0.27992842,0.0010321945
tile_1000_11500.png(4),Lake,0.70111865,0.6639418,0.7478182,0.6852204,0.0009937014
tile_1000_11500.png(5),Lake,0.90463823,0.26751837,0.95041895,0.2944949,0.0012350047
tile_1000_11500.png(6),Lake,0.78018683,0.5267631,0.81867313,0.5478573,0.00081183785
tile_1000_11500.png(7),Lake,0.8962046,0.26583776,0.94307023,0.28743452,0.001012146
tile_1000_11500.png(8),Lake,0.7769219,0.53174996,0.81889623,0.5528855,0.0008871483
tile_1000_11500.png(9),Lake,0.706332,0.671901,0.751579,0.7000584,0.0012740373
tile_1000_2000.png(1),Lake,0.97381383,0.13790613,1.0,0.15395488,0.00042025512
tile_1000_2000.png(2),Lake,0.9157087,0.35704502,0.9808527,0.4813687,0.008098941
tile_1000_2000.png(3),Lake,0.9193819,0.35678062,0.957177,0.37613228,0.0007313973
tile_1000_2500.png(1),Lake,0.0026078522,0.9156232,0.061031785,0.9870021,0.0041702352
tile_1000_2500.png(2),Lake,0.011273699,0.9152271,0.058307983,0.9581276,0.0020177944
tile_1000_2500.png(3),Lake,0.18287395,0.3608759,0.21392897,0.39858326,0.0011710027
tile_1000_2500.png(4),Lake,0.9515892,0.24651709,0.9888151,0.28298146,0.0013574188
tile_1000_2500.png(5),Lake,0.045658987,0.15778105,0.08349039,0.18431942,0.0010039838
tile_1000_2500.png(6),Lake,0.18591711,0.36735004,0.21390752,0.39136252,0.0006721192
tile_1000_2500.png(7),Lake,0.03758396,0.14627324,0.08667854,0.17805852,0.0015604851
tile_1000_2500.png(8),Lake,0.18284506,0.3534097,0.21288072,0.3812385,0.00083585584
tile_1000_2500.png(9),Lake,0.046297587,0.14913417,0.087769054,0.17020045,0.00087364943
tile_1000_3000.png(1),Lake,0.84622806,0.21617012,0.8726519,0.23062034,0.00038182994
tile_1000_3000.png(2),Lake,0.16117118,0.08357845,0.20356898,0.10602456,0.0009516656
tile_1000_3000.png(3),Lake,0.5196458,0.1873935,0.5513218,0.20821963,0.00065968843
tile_1000_3000.png(4),Lake,0.7661473,0.11639881,0.7882974,0.12942724,0.00028858098
tile_1000_3500.png(1),Lake,0.45761868,0.5473892,0.478832,0.5632507,0.00033647535
tile_1000_3500.png(2),Lake,0.16455518,0.053364743,0.19248,0.07676822,0.0006535379
tile_1000_3500.png(3),Lake,0.4517561,0.5385098,0.48194867,0.5548765,0.0004941536
tile_1000_4000.png(1),Lake,0.255343,0.58669764,0.4696209,0.7240542,0.029432483
tile_1000_4000.png(2),Lake,0.294001,0.5063596,0.38671026,0.5897685,0.0077327807
tile_1000_4000.png(3),Lake,0.79172075,0.48366252,0.8422553,0.5059454,0.0011260547
tile_1000_4000.png(4),Lake,0.640123,0.4850152,0.6880123,0.5061904,0.0010140656
tile_1000_4000.png(5),Lake,0.6440112,0.4894057,0.6881284,0.5141696,0.0010925134
tile_1000_4000.png(6),Lake,0.27144176,0.5726369,0.4285284,0.762337,0.029799355
tile_1000_4000.png(7),Lake,0.7913314,0.487224,0.8393659,0.51353437,0.0012638044
tile_1000_4000.png(8),Lake,0.8862608,0.57062155,0.9567385,0.59950966,0.0020359664
tile_1000_4000.png(9),Lake,0.7919371,0.47725534,0.8455823,0.49963275,0.00120044
tile_1000_4000.png(10),Lake,0.4397354,0.8504845,0.4671116,0.86678046,0.00044612132
tile_1000_4000.png(11),Lake,0.89062035,0.56553376,0.9337613,0.59268206,0.0011712037
tile_1000_4000.png(12),Lake,0.43318588,0.8441202,0.46454716,0.8660294,0.0006870999
tile_1000_4000.png(13),Lake,0.34430277,0.57272875,0.4668871,0.671189,0.012069683
tile_1000_4000.png(14),Lake,0.5035755,0.7962257,0.5250864,0.8088228,0.0002709746
tile_1000_4000.png(15),Lake,0.8733452,0.5515174,0.9921898,0.7215716,0.020210028
tile_1000_4000.png(16),Lake,0.50180465,0.7898714,0.52994645,0.80823326,0.0005167359
tile_1000_4000.png(17),Lake,0.7004896,0.87039995,0.7318847,0.8844682,0.00044167452
tile_1000_4000.png(18),Lake,0.26200837,0.86852944,0.285378,0.885605,0.0003990492
tile_1000_4000.png(19),Lake,0.43861824,0.85723156,0.4649237,0.8790598,0.00057420187
tile_1000_4000.png(20),Lake,0.43014628,0.8547527,0.46550068,0.87454206,0.0006996403
tile_1000_4000.png(21),Lake,0.5035941,0.7915106,0.5333428,0.8140799,0.0006714068
tile_1000_4000.png(22),Lake,0.733823,0.4725549,0.97822726,0.87944454,0.09944556
tile_1000_4000.png(23),Lake,0.71217936,0.8701214,0.73773926,0.8846035,0.00037016056
tile_1000_4000.png(24),Lake,0.20731643,0.9195968,0.22759159,0.93631357,0.00033893535
tile_1000_4000.png(25),Lake,0.32337177,0.49390045,0.37601778,0.5171533,0.0012241711
tile_1000_4000.png(26),Lake,0.55428,0.41177717,0.5847056,0.42916772,0.00052911806
tile_1000_4000.png(27),Lake,0.27435717,0.6123767,0.4063569,0.73828405,0.016619738
tile_1000_4000.png(28),Lake,0.2550504,0.88227427,0.27728355,0.8935116,0.0002498412
tile_1000_4000.png(29),Lake,0.8127516,0.6932072,0.8703688,0.7265214,0.0019194686
tile_1000_4000.png(30),Lake,0.5676274,0.41541424,0.5907783,0.42905483,0.00031579204
tile_1000_4000.png(31),Lake,0.512113,0.79224795,0.5365557,0.8074344,0.00037119782
tile_1000_4000.png(32),Lake,0.29958102,0.52456254,0.36087745,0.5812232,0.0034730958
tile_1000_4000.png(33),Lake,0.81360006,0.14125274,0.8400647,0.1545139,0.00035095168
tile_1000_4500.png(1),Lake,0.019860633,0.47965786,0.04655428,0.5055235,0.00069044833
tile_1000_4500.png(2),Lake,0.4955867,0.4790545,0.52517647,0.50169665,0.00066997565
tile_1000_4500.png(3),Lake,0.5837338,0.5887664,0.61345905,0.6059498,0.0005107816
tile_1000_4500.png(4),Lake,0.87316096,0.23471554,0.91306114,0.25883326,0.00096230156
tile_1000_4500.png(5),Lake,0.3430514,0.17416033,0.40403715,0.19862057,0.001491726
tile_1000_4500.png(6),Lake,0.64388186,0.72345877,0.6719844,0.7413703,0.0005033597
tile_1000_4500.png(7),Lake,0.5187766,0.60152256,0.54867935,0.62568295,0.0007224621
tile_1000_4500.png(8),Lake,0.35304293,0.440476,0.37560686,0.45407492,0.00030684512
tile_1000_4500.png(9),Lake,0.4988265,0.47998625,0.53291684,0.5068278,0.0009150366
tile_1000_4500.png(10),Lake,0.85776407,0.1649657,0.9880711,0.32336748,0.020640863
tile_1000_4500.png(11),Lake,0.49272108,0.47371075,0.5262823,0.49583006,0.00074235135
tile_1000_4500.png(12),Lake,0.29419753,0.04312599,0.3188237,0.060134977,0.0004188661
tile_1000_4500.png(13),Lake,0.83514565,0.11144438,0.8647422,0.13099006,0.0005784851
tile_1000_4500.png(14),Lake,0.015407312,0.48062202,0.046446253,0.52099085,0.0012530056
tile_1000_4500.png(15),Lake,0.387744,0.41647792,0.4511974,0.44509348,0.0018157541
tile_1000_4500.png(16),Lake,0.5791657,0.5943915,0.6025855,0.6152507,0.0004885178
tile_1000_4500.png(17),Lake,0.04876184,0.83611196,0.07021756,0.8526605,0.00035506024
tile_1000_4500.png(18),Lake,0.21781023,0.4988813,0.23654048,0.5143561,0.0002898463
tile_1000_4500.png(19),Lake,0.79832625,0.6442447,0.8587662,0.6667916,0.0013627362
tile_1000_4500.png(20),Lake,0.57638115,0.58923525,0.59823924,0.60461944,0.00033626927
tile_1000_4500.png(21),Lake,0.6473953,0.72961646,0.66694635,0.7482427,0.00036416182
tile_1000_4500.png(22),Lake,0.7379648,0.80328095,0.766289,0.81741613,0.00040036754
tile_1000_4500.png(23),Lake,0.5748498,0.58432645,0.6024181,0.6085445,0.00066765235
tile_1000_4500.png(24),Lake,0.869703,0.24051352,0.9013395,0.2634901,0.00072689843
tile_1000_4500.png(25),Lake,0.3508693,0.44267392,0.37300548,0.46001878,0.00038394902
tile_1000_5000.png(1),Lake,0.94274104,0.55812556,1.0,0.6475069,0.0051178825
tile_1000_5000.png(2),Lake,0.0016751767,0.72478396,0.19800888,0.86473304,0.027476722
tile_1000_5000.png(3),Lake,0.7162978,0.08996019,0.764321,0.11150414,0.00103461
tile_1000_5000.png(4),Lake,0.05329126,0.73046464,0.17154886,0.7765708,0.005452404
tile_1000_5000.png(5),Lake,0.18909645,0.44038096,0.21679941,0.4560487,0.00043404262
tile_1000_5000.png(6),Lake,0.014053928,0.71168876,0.062244177,0.73762757,0.0012499978
tile_1000_5000.png(7),Lake,0.26830968,0.20416756,0.30463377,0.22655927,0.00081335823
tile_1000_5000.png(8),Lake,0.0,0.7221691,0.2302101,1.0,0.06395948
tile_1000_5000.png(9),Lake,0.07670486,0.45668617,0.1139672,0.48427626,0.0010280716
tile_1000_5000.png(10),Lake,0.17246948,0.7638261,0.19261377,0.78206724,0.00036745524
tile_1000_5000.png(11),Lake,0.015157548,0.7176922,0.058727253,0.74802554,0.0013216147
tile_1000_5000.png(12),Lake,0.0,0.71584266,0.13059172,0.87723416,0.021076392
tile_1000_5000.png(13),Lake,0.2742431,0.21261881,0.30220658,0.22615969,0.00037865023
tile_1000_5000.png(14),Lake,0.07172703,0.46478683,0.107065156,0.49033976,0.0009029926
tile_1000_5000.png(15),Lake,0.0859982,0.4589966,0.11646571,0.47985792,0.00063559273
tile_1000_5000.png(16),Lake,0.045654748,0.72679317,0.1344689,0.7692274,0.003768759
tile_1000_5000.png(17),Lake,0.00062772183,0.866181,0.039246637,0.97408944,0.0041673062
tile_1000_5000.png(18),Lake,0.7240543,0.08236185,0.77353144,0.10378712,0.0010600615
tile_1000_5000.png(19),Lake,0.0022842586,0.7025714,0.071861215,0.9024022,0.013903621
tile_1000_5000.png(20),Lake,0.27620655,0.21023133,0.31102178,0.2274142,0.0005982255
tile_1000_5000.png(21),Lake,0.4170301,0.15617101,0.4589232,0.17483704,0.0007819777
tile_1000_5000.png(22),Lake,0.08005559,0.46765986,0.10857737,0.4883916,0.0005913064
tile_1000_5000.png(23),Lake,0.07208241,0.15637136,0.107969046,0.17687777,0.0007359062
tile_1000_5000.png(24),Lake,0.19044866,0.4470354,0.21278349,0.46510097,0.00040349146
tile_1000_5000.png(25),Lake,0.87128067,0.6066522,0.8952061,0.6215948,0.0003575077
tile_1000_5000.png(26),Lake,0.0031673075,0.63503945,0.19115317,0.99771017,0.06817697
tile_1000_5500.png(1),Lake,0.5995858,0.15632817,0.6750588,0.19081277,0.0026026561
tile_1000_5500.png(2),Lake,0.033825386,0.6864864,0.093762994,0.7259945,0.0023680213
tile_1000_5500.png(3),Lake,0.014439136,0.5211536,0.050781667,0.5526387,0.0011442475
tile_1000_5500.png(4),Lake,0.010051361,0.52291536,0.0491822,0.5758721,0.0020722423
tile_1000_5500.png(5),Lake,0.0031459273,0.9430103,0.025256304,0.9805436,0.00082987634
tile_1000_5500.png(6),Lake,0.060486026,0.9608616,0.091315314,0.9875622,0.0008231591
tile_1000_5500.png(7),Lake,0.0074480325,0.94250673,0.024380779,0.96721756,0.00041842228
tile_1000_5500.png(8),Lake,0.8642008,0.45656925,0.89329875,0.47679278,0.0005884637
tile_1000_5500.png(9),Lake,0.00668208,0.9532339,0.026457522,0.9885689,0.00069876533
tile_1000_5500.png(10),Lake,0.56212395,0.71772975,0.6202971,0.74461585,0.0015640487
tile_1000_5500.png(11),Lake,0.29842734,0.41602984,0.34840903,0.4363601,0.0010161401
tile_1000_5500.png(12),Lake,0.17591695,0.44269142,0.19160984,0.45392036,0.00017621466
tile_1000_5500.png(13),Lake,0.014574508,0.51217353,0.05035873,0.54406375,0.0011411664
tile_1000_5500.png(14),Lake,0.30369684,0.42275172,0.3456623,0.44278193,0.0008405765
tile_1000_5500.png(15),Lake,0.5587419,0.717097,0.60525316,0.7382383,0.0009833075
tile_1000_5500.png(16),Lake,0.17455836,0.43850532,0.19421811,0.4549249,0.00032280516
tile_1000_5500.png(17),Lake,0.14632566,0.35674152,0.16794927,0.37611365,0.00041889554
tile_1000_5500.png(18),Lake,0.6534985,0.74568087,0.66813004,0.75678575,0.00016248185
tile_1000_5500.png(19),Lake,0.72891253,0.7518674,0.7615154,0.7682924,0.0005355022
tile_1000_5500.png(20),Lake,0.001091668,0.93892616,0.030451272,0.9886568,0.0014600724
tile_1000_5500.png(21),Lake,0.038035225,0.67641187,0.1043239,0.71914756,0.0028328928
tile_1000_5500.png(22),Lake,0.7241151,0.75726116,0.74772644,0.77498335,0.00041844512
tile_1000_5500.png(23),Lake,0.7196699,0.7518629,0.75031734,0.7716691,0.00060700986
tile_1000_5500.png(24),Lake,0.1631577,0.43309566,0.19110587,0.45562896,0.00062976446
tile_1000_5500.png(25),Lake,0.14907347,0.34857848,0.17144218,0.36937687,0.00046523314
tile_1000_5500.png(26),Lake,0.55874455,0.72230035,0.60109055,0.75249904,0.0012787939
tile_1000_5500.png(27),Lake,0.9444332,0.45931044,0.982214,0.47667485,0.00065604073
tile_1000_5500.png(28),Lake,0.42877504,0.39770198,0.459441,0.41503063,0.00053139974
tile_1000_5500.png(29),Lake,0.5577912,0.7108578,0.61483836,0.73107976,0.0011536053
tile_1000_6000.png(1),Lake,0.14093553,0.47214827,0.19875084,0.4940252,0.0012648216
tile_1000_6000.png(2),Lake,0.2924018,0.5789657,0.43807712,0.6116998,0.0047685504
tile_1000_6000.png(3),Lake,0.6159168,0.5573466,0.65891975,0.5912864,0.0014595137
tile_1000_6000.png(4),Lake,0.059401643,0.7411827,0.09521043,0.76253927,0.0007647534
tile_1000_6000.png(5),Lake,0.8137522,0.58836466,0.84548205,0.6074003,0.00060399843
tile_1000_6000.png(6),Lake,0.61951286,0.5585336,0.6535411,0.58284205,0.00082717335
tile_1000_6000.png(7),Lake,0.22166422,0.54806346,0.24981387,0.5757751,0.00078007265
tile_1000_6000.png(8),Lake,0.14127937,0.46489078,0.1966558,0.48892125,0.0013307219
tile_1000_6000.png(9),Lake,0.487974,0.58227366,0.5386285,0.60253996,0.0010265796
tile_1000_6000.png(10),Lake,0.8800311,0.5761639,0.9383134,0.5963929,0.0011789954
tile_1000_6000.png(11),Lake,0.6240415,0.5557211,0.66366047,0.5793118,0.00093463855
tile_1000_6000.png(12),Lake,0.6370486,0.71048266,0.6854029,0.7283067,0.0008618701
tile_1000_6000.png(13),Lake,0.30210623,0.41908088,0.32595474,0.43234554,0.0003163422
tile_1000_6000.png(14),Lake,0.14602856,0.4752806,0.19316874,0.500554,0.0011913932
tile_1000_6000.png(15),Lake,0.6409994,0.7135901,0.6742787,0.7290699,0.000515157
tile_1000_6000.png(16),Lake,0.6039722,0.61141634,0.63466257,0.62886494,0.00053550414
tile_1000_6000.png(17),Lake,0.79948634,0.72936577,0.8282148,0.7481383,0.0005393067
tile_1000_6000.png(18),Lake,0.94569796,0.18932968,0.98978424,0.22877192,0.0017388616
tile_1000_6000.png(19),Lake,0.6895361,0.54052675,0.72920436,0.5621759,0.0008587854
tile_1000_6000.png(20),Lake,0.49923435,0.57650286,0.5480411,0.59538007,0.0009213353
tile_1000_6000.png(21),Lake,0.69138056,0.55055773,0.7176848,0.56645375,0.00041813287
tile_1000_6000.png(22),Lake,0.8943744,0.80848664,0.93013316,0.8304624,0.00078582653
tile_1000_6000.png(23),Lake,0.7980528,0.7326898,0.8235672,0.752382,0.0005024347
